Restriction Type,Parking Spaces,Times Of Operation,Maximum Stay,Tariff,Cashless Identifier,Nearest Machine,Road Name,Postcode,Controlled Parking Zone,Valid Parking Permits,Parking Bay Length Metres,Disclaimer,Easting,Northing,EPSG:27700 Well Known Text Geometry,EPSG:4326 Well Known Text Geometry,Unique Identifier,Spatial Accuracy,Last Uploaded,Socrata ID
solo motorcycles,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Red Lion Square,WC1R 4SG,CA-D,N/A,5,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530569,181705,"LINESTRING (530573.149234342 181705.266663693,530572.093866521 181707.176117118,530567.352956388 181704.73681536,530568.34236372 181702.847356212)","LINESTRING (-0.119481952668772 51.5191934945794,-0.119496447852883 51.5192108977662,-0.119565640919097 51.5191900715769,-0.119552088437391 51.5191728633105)",46042505,Defined By Custodian,4/9/17 23:31,1456
solo motorcycles,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Eyre Street Hill,EC1R 5ET,CA-D,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531193,182112,"LINESTRING (531196.071845591 182109.281015788,531194.126011171 182108.991098775,531192.881006945 182115.089353168,531194.967007404 182115.389267319)","LINESTRING (-0.110358861641255 51.5226799877365,-0.110387000134349 51.5226778339438,-0.110402666490076 51.5227329250297,-0.110372505085586 51.5227351361381)",46042506,Defined By Custodian,4/9/17 23:31,1457
solo motorcycles,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Mount Pleasant,WC1X 0AE,CA-D,N/A,1,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531047,182191,"LINESTRING (531048.707868531 182193.147009397,531045.706666291 182188.998196982)","LINESTRING (-0.112450546070565 51.5234678319706,-0.112495322237439 51.5234312441891)",46042507,Defined By Custodian,4/9/17 23:31,1458
solo motorcycles,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Mount Pleasant,WC1X 0AE,CA-D,N/A,1,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531043,182185,"LINESTRING (531044.709013897 182187.788543242,531041.353274029 182183.429790921)","LINESTRING (-0.112510143628302 51.5234206048427,-0.112560105073297 51.5233822125838)",46042508,Defined By Custodian,4/9/17 23:31,1459
bus cage,1,at any time,N/A,N/A,N/A,N/A,Fitzjohn's Avenue,NW3 5BT,CA-B,N/A,20,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526571,185173,"LINESTRING (526573.659730604 185183.341075249,526571.08727154 185183.291089557,526571.829327039 185164.236543864,526574.401786103 185164.236543864)","LINESTRING (-0.175844698578182 51.5513599043367,-0.175881798682679 51.551360031637,-0.175877951513291 51.5511886255048,-0.175840869517099 51.551188048992)",46035093,Defined By Custodian,4/9/17 23:31,146
solo motorcycles,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Gough Street,WC1X 8HF,CA-D,N/A,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530970,182196,"LINESTRING (530969.753163427 182201.7245541,530968.079416024 182200.524897498,530973.677812511 182192.767118139,530975.285599426 182194.09673754)","LINESTRING (-0.11358476121255 51.5235632115132,-0.113609318349749 51.5235528184972,-0.113531550315637 51.5234818058345,-0.113507895142612 51.5234933820334)",46042509,Defined By Custodian,4/9/17 23:31,1460
solo motorcycles,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Gough Street,WC1X 8HF,CA-D,N/A,13,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530954,182219,"LINESTRING (530948.538621214 182231.765954838,530946.93907936 182230.526309683,530954.442084963 182219.779385958,530954.524535573 182219.64942316,530956.280733588 182220.829085485)","LINESTRING (-0.113879218034567 51.5238380944816,-0.11390272111005 51.5238273248576,-0.113798624665003 51.5237290090965,-0.113797485156329 51.52372782208,-0.113771747621429 51.5237380163554)",46042510,Defined By Custodian,4/9/17 23:31,1461
disabled (dedicated),1,mon-fri 08:30-18:00,N/A,N/A,N/A,N/A,Rosemont Road,NW3 6ND,CA-R,N/A,1154,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",0,0,,,46126938,Defined By Custodian,4/9/17 23:31,8322
paid-for,5,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13430,D302,Fisher Street,WC1V 6NY,CA-D,N/A,24,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530548,181638,"LINESTRING (530559.437697731 181645.783690517,530558.341104605 181647.063324225,530539.517630111 181630.378100321,530540.564752871 181629.228429411)","LINESTRING (-0.119701475193919 51.518662111911,-0.119716797219938 51.51867386466,-0.119994110168357 51.5185282674826,-0.119979452607317 51.518517694113)",46042511,Defined By Custodian,4/9/17 23:31,1462
paid-for / resident permit holders,3,"mon-fri 08:30-19:00, sat 08:30-13:30",2 hours,å£4.65 p/h,13408,D325,Great James Street,WC1N 3DB,CA-D,N/A,17,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530763,181906,"LINESTRING (530768.804534271 181899.641024611,530766.726778874 181898.741282159,530760.988216347 181914.326820845,530763.074216806 181915.126591913)","LINESTRING (-0.116591590871407 51.5208950362124,-0.116621854411421 51.5208874311831,-0.116698740089983 51.5210288189482,-0.116668394760954 51.5210355236897)",46042512,Defined By Custodian,4/9/17 23:31,1463
paid-for / resident permit holders,2,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,N/A,N/A,Great James Street,WC1N 3DH,CA-D,N/A,15,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530750,181944,"LINESTRING (530752.02583493 181944.498184382,530750.187186305 181943.858367528,530750.088245572 181944.108295987,530744.68773055 181958.784095083,530746.542869298 181959.343934831)","LINESTRING (-0.116816658357274 51.5213020287613,-0.116843381424877 51.5212967042194,-0.116844714024014 51.5212989731003,-0.116917068674787 51.5214321071105,-0.116890137640825 51.521436709135)",46042513,Defined By Custodian,4/9/17 23:31,1464
paid-for,2,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13461,D321,Doughty Mews,WC1N 2BF,CA-D,N/A,9,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530782,182117,"LINESTRING (530787.034364366 182115.489238702,530787.092079793 182117.298720743,530787.001384121 182117.308717882,530782.392394966 182117.568643479,530777.536053977 182117.858560491,530777.412378061 182117.868557629,530777.379397816 182115.999092758)","LINESTRING (-0.116248949599269 51.522830553618,-0.116247447140475 51.5228468012921,-0.116248749955406 51.5228469121137,-0.116315048657478 51.5228503141864,-0.116384899492551 51.5228540429602,-0.116386677407198 51.5228541614095,-0.116387845735181 51.5228373689718)",46042514,Defined By Custodian,4/9/17 23:31,1465
paid-for / resident permit holders,4,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13343,D321,Doughty Street,WC1N 2JT,CA-D,N/A,22,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530786,182160,"LINESTRING (530782.911833815 182171.373242073,530781.056695067 182170.253562578,530783.728094864 182165.704864629,530786.3912496 182160.846255391,530788.930728419 182156.237574612,530791.734049193 182151.069054086,530793.498492269 182152.058770783)","LINESTRING (-0.116287613073885 51.5233337124802,-0.11631475289896 51.523324079572,-0.116277956334825 51.5232825844136,-0.116241393543525 51.5232383061142,-0.116206519769475 51.5231963024138,-0.116168052865692 51.5231492066277,-0.116142267845849 51.5231576925671)",46042515,Defined By Custodian,4/9/17 23:31,1466
paid-for,2,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13978,D321,Doughty Street,WC1N 2LS,CA-D,N/A,11,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",530774,182182,"LINESTRING (530773.355807999 182188.858237045,530771.632590229 182187.998483147,530774.254519659 182182.959925419,530777.090820678 182177.861384861,530778.847018692 182178.841104419)","LINESTRING (-0.116418790753779 51.5234930531053,-0.116443933840722 51.5234857254897,-0.116408031339605 51.5234398396579,-0.116369062972188 51.5233933651858,-0.116343400332905 51.5234017632355)",46042516,Defined By Custodian,4/9/17 23:31,1467
paid-for,5,"mon-fri 08:30-18:30, sat 08:30-13:30",2 hours,å£4.65 p/h,13355,D307,Hatton Garden,EC1N 8AT,CA-D,N/A,29,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531370,181700,"LINESTRING (531369.350049692 181714.284082484,531367.346499844 181713.984168333,531368.550278765 181708.775659253,531369.754057686 181703.427190237,531370.999061912 181697.478892919,531372.392477238 181691.200690036,531373.563275915 181685.692266806,531375.591560946 181686.052163786)","LINESTRING (-0.108009829951725 51.5190901000174,-0.108038801397232 51.5190878703355,-0.108023401508102 51.5190407842419,-0.10800805377266 51.5189924403925,-0.107992335634574 51.5189386965893,-0.107974602645355 51.5188819535959,-0.107959789636237 51.5188321799699,-0.107930439719477 51.518834942924)",46042517,Defined By Custodian,4/9/17 23:31,1468
solo motorcycles,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,St Cross Street,EC1M 3JQ,CA-D,N/A,8,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531437,181926,"LINESTRING (531439.095021546 181930.912073366,531440.381251078 181929.462488306,531433.628546036 181924.393939163,531432.259865893 181925.973487022)","LINESTRING (-0.106924479224143 51.5210206228588,-0.106906491403194 51.5210072971104,-0.107005652227579 51.5209633183488,-0.107024779324839 51.5209778311626)",46042518,Defined By Custodian,4/9/17 23:31,1469
bus cage,1,at any time,N/A,N/A,N/A,N/A,Fitzjohn's Avenue,NW3 5NB,CA-B,N/A,8,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",526579,184893,"LINESTRING (526581.632704689 184897.292955671,526579.447763497 184897.24296998,526579.794056063 184888.925350873,526582.077937988 184888.815382351)","LINESTRING (-0.175832595239321 51.5487874531928,-0.175864107474777 51.5487874936333,-0.175862105645131 51.548712667025,-0.175829224803642 51.5487111669305)",46035094,Defined By Custodian,4/9/17 23:31,147
solo motorcycles,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Saffron Street,EC1M 3JU,CA-D,N/A,3,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531435,181990,"LINESTRING (531436.670973583 181992.884333991,531437.561440181 181991.13483478,531433.983083664 181989.595275474,531433.084372004 181991.434748931)","LINESTRING (-0.106936303201846 51.521578101245,-0.106924127926206 51.5215621723218,-0.10697624816397 51.5215491689401,-0.10698850869651 51.52156590833)",46042519,Defined By Custodian,4/9/17 23:31,1470
solo motorcycles,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,St Cross Street,EC1N 8ER,CA-D,N/A,3,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531337,181890,"LINESTRING (531342.792707885 181891.693299623,531337.408682986 181890.44365733,531337.820936041 181888.554198182)","LINESTRING (-0.108326310554526 51.52069056261,-0.10840433177214 51.5206805833928,-0.108399096902291 51.5206635079519)",46042520,Defined By Custodian,4/9/17 23:31,1471
solo motorcycles,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Portpool Lane,EC1N 7TS,CA-D,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531205,181947,"LINESTRING (531209.305168659 181948.846939564,531209.107287192 181946.777531926,531205.801017691 181947.23740029,531202.50299325 181946.347654977,531202.057759951 181948.187128433)","LINESTRING (-0.110227914706479 51.5212351703121,-0.110231535024059 51.5212166194309,-0.110278990766816 51.5212215193497,-0.110326829790278 51.5212142889843,-0.110332559115999 51.5212309228009)",46042521,Defined By Custodian,4/9/17 23:31,1472
solo motorcycles,1,"mon-fri 08:30-18:30, sat 08:30-13:30",N/A,N/A,N/A,N/A,Baldwin's Gardens,WC1X 8LP,CA-D,N/A,6,"The information provider and/ or licensor are not liable for any errors or omissions contained within this dataset and shall not be liable for any loss, injury or damage caused by its use.",531096,181780,"LINESTRING (531105.895612329 181781.854740584,531105.178292013 181783.714208317,531096.760084629 181780.535118322,531097.526875311 181778.735633419)","LINESTRING (-0.111779601764831 51.5197584769758,-0.111789243314718 51.5197753535,-0.111911685408985 51.5197487364114,-0.111901308927673 51.5197323874648)",46042522,Defined By Custodian,4/9/17 23:31,1473
